2, 80, 0, 1
2, 80, 16, 1
2, 80, 32, 1
2, 80, 48, 1
2, 80, 64, 1
2, 80, 80, 1
2, 80, 96, 1
1, 80, 112, 0
1, 80, 128, 0
1, 80, 144, 0
2, 80, 160, 1
2, 80, 176, 1
2, 80, 192, 1
2, 80, 208, 1
2, 80, 224, 1
2, 80, 240, 1
2, 80, 256, 1
2, 80, 272, 1
2, 80, 288, 1
2, 80, 304, 1
2, 96, 0, 1
2, 96, 16, 1
2, 96, 32, 1
2, 96, 48, 1
2, 96, 64, 1
2, 96, 80, 1
2, 96, 96, 1
1, 96, 112, 0
1, 96, 128, 0
1, 96, 144, 0
2, 96, 160, 1
2, 96, 176, 1
2, 96, 192, 1
2, 96, 208, 1
2, 96, 224, 1
2, 96, 240, 1
2, 96, 256, 1
2, 96, 272, 1
2, 96, 288, 1
2, 96, 304, 1
2, 112, 0, 1
2, 112, 16, 1
2, 112, 32, 1
2, 112, 48, 1
2, 112, 64, 1
2, 112, 80, 1
2, 112, 96, 1
1, 112, 112, 0
1, 112, 128, 0
1, 112, 144, 0
2, 112, 160, 1
2, 112, 176, 1
2, 112, 192, 1
2, 112, 208, 1
2, 112, 224, 1
2, 112, 240, 1
2, 112, 256, 1
2, 112, 272, 1
2, 112, 288, 1
2, 112, 304, 1
2, 128, 0, 1
2, 128, 16, 1
2, 128, 32, 1
2, 128, 48, 1
2, 128, 64, 1
2, 128, 80, 1
2, 128, 96, 1
2, 128, 112, 1
1, 128, 128, 0
2, 128, 144, 1
2, 128, 160, 1
2, 128, 176, 1
2, 128, 192, 1
2, 128, 208, 1
2, 128, 224, 1
2, 128, 240, 1
2, 128, 256, 1
2, 128, 272, 1
2, 128, 288, 1
2, 128, 304, 1
2, 144, 0, 1
2, 144, 16, 1
2, 144, 32, 1
2, 144, 48, 1
2, 144, 64, 1
2, 144, 80, 1
2, 144, 96, 1
2, 144, 112, 1
0, 144, 128, 0
2, 144, 144, 1
2, 144, 160, 1
2, 144, 176, 1
2, 144, 192, 1
2, 144, 208, 1
2, 144, 224, 1
2, 144, 240, 1
2, 144, 256, 1
2, 144, 272, 1
2, 144, 288, 1
2, 144, 304, 1
2, 160, 0, 1
2, 160, 16, 1
2, 160, 32, 1
2, 160, 48, 1
2, 160, 64, 1
2, 160, 80, 1
2, 160, 96, 1
2, 160, 112, 1
0, 160, 128, 0
2, 160, 144, 1
2, 160, 160, 1
2, 160, 176, 1
2, 160, 192, 1
2, 160, 208, 1
2, 160, 224, 1
2, 160, 240, 1
2, 160, 256, 1
2, 160, 272, 1
2, 160, 288, 1
2, 160, 304, 1
2, 176, 0, 1
2, 176, 16, 1
2, 176, 32, 1
2, 176, 48, 1
2, 176, 64, 1
2, 176, 80, 1
0, 176, 96, 0
0, 176, 112, 0
0, 176, 128, 0
0, 176, 144, 0
0, 176, 160, 0
2, 176, 176, 1
2, 176, 192, 1
2, 176, 208, 1
2, 176, 224, 1
2, 176, 240, 1
2, 176, 256, 1
2, 176, 272, 1
2, 176, 288, 1
2, 176, 304, 1
2, 192, 0, 1
2, 192, 16, 1
2, 192, 32, 1
2, 192, 48, 1
2, 192, 64, 1
0, 192, 80, 0
0, 192, 96, 0
0, 192, 112, 0
0, 192, 128, 0
0, 192, 144, 0
0, 192, 160, 0
0, 192, 176, 0
2, 192, 192, 1
2, 192, 208, 1
2, 192, 224, 1
2, 192, 240, 1
2, 192, 256, 1
2, 192, 272, 1
2, 192, 288, 1
2, 192, 304, 1
2, 208, 0, 1
2, 208, 16, 1
2, 208, 32, 1
2, 208, 48, 1
2, 208, 64, 1
0, 208, 80, 0
0, 208, 96, 0
0, 208, 112, 0
0, 208, 128, 0
0, 208, 144, 0
0, 208, 160, 0
0, 208, 176, 0
2, 208, 192, 1
2, 208, 208, 1
2, 208, 224, 1
2, 208, 240, 1
2, 208, 256, 1
2, 208, 272, 1
2, 208, 288, 1
2, 208, 304, 1
2, 224, 0, 1
2, 224, 16, 1
2, 224, 32, 1
2, 224, 48, 1
2, 224, 64, 1
0, 224, 80, 0
0, 224, 96, 0
0, 224, 112, 0
0, 224, 128, 0
0, 224, 144, 0
0, 224, 160, 0
0, 224, 176, 0
2, 224, 192, 1
2, 224, 208, 1
2, 224, 224, 1
2, 224, 240, 1
2, 224, 256, 1
2, 224, 272, 1
2, 224, 288, 1
2, 224, 304, 1
2, 240, 0, 1
2, 240, 16, 1
2, 240, 32, 1
2, 240, 48, 1
2, 240, 64, 1
0, 240, 80, 0
0, 240, 96, 0
0, 240, 112, 0
0, 240, 128, 0
0, 240, 144, 0
0, 240, 160, 0
0, 240, 176, 0
2, 240, 192, 1
2, 240, 208, 1
2, 240, 224, 1
2, 240, 240, 1
2, 240, 256, 1
2, 240, 272, 1
2, 240, 288, 1
2, 240, 304, 1
2, 256, 0, 1
2, 256, 16, 1
2, 256, 32, 1
2, 256, 48, 1
2, 256, 64, 1
2, 256, 80, 1
0, 256, 96, 0
0, 256, 112, 0
0, 256, 128, 0
0, 256, 144, 0
0, 256, 160, 0
2, 256, 176, 1
2, 256, 192, 1
2, 256, 208, 1
2, 256, 224, 1
2, 256, 240, 1
2, 256, 256, 1
2, 256, 272, 1
2, 256, 288, 1
2, 256, 304, 1
2, 272, 0, 1
2, 272, 16, 1
2, 272, 32, 1
2, 272, 48, 1
2, 272, 64, 1
2, 272, 80, 1
2, 272, 96, 1
2, 272, 112, 1
2, 272, 128, 1
2, 272, 144, 1
2, 272, 160, 1
2, 272, 176, 1
2, 272, 192, 1
2, 272, 208, 1
2, 272, 224, 1
2, 272, 240, 1
2, 272, 256, 1
2, 272, 272, 1
2, 272, 288, 1
2, 272, 304, 1
2, 288, 0, 1
2, 288, 16, 1
2, 288, 32, 1
2, 288, 48, 1
2, 288, 64, 1
2, 288, 80, 1
2, 288, 96, 1
2, 288, 112, 1
2, 288, 128, 1
2, 288, 144, 1
2, 288, 160, 1
2, 288, 176, 1
2, 288, 192, 1
2, 288, 208, 1
2, 288, 224, 1
2, 288, 240, 1
2, 288, 256, 1
2, 288, 272, 1
2, 288, 288, 1
2, 288, 304, 1
2, 304, 0, 1
2, 304, 16, 1
2, 304, 32, 1
2, 304, 48, 1
2, 304, 64, 1
2, 304, 80, 1
2, 304, 96, 1
2, 304, 112, 1
2, 304, 128, 1
2, 304, 144, 1
2, 304, 160, 1
2, 304, 176, 1
2, 304, 192, 1
2, 304, 208, 1
2, 304, 224, 1
2, 304, 240, 1
2, 304, 256, 1
2, 304, 272, 1
2, 304, 288, 1
2, 304, 304, 1
